KOI,Pplan_pub,Pplan_fit,epoch,tau_linear_ephemeris,tau_fit,OC_min,OCmin_err
KOI-72.02,45.29406,45.294385095911444,-13.0,55062.265263371424,55062.26638239353,1.6113918309565634,1.9977174258507568
KOI-72.02,45.29406,45.294385095911444,-12.0,55107.55964846734,55107.56190688389,3.252119841054082,2.1701319020492296
KOI-72.02,45.29406,45.294385095911444,-11.0,55152.85403356325,55152.85784234924,5.484651831211522,3.9088761973527677
KOI-72.02,45.29406,45.294385095911444,-10.0,55198.14841865916,55198.12807133105,-29.300152484793216,5.574708082831261
KOI-72.02,45.29406,45.294385095911444,-8.0,55288.73718885098,55288.73526846857,-2.765350673580542,2.5209204069878473
KOI-72.02,45.29406,45.294385095911444,-7.0,55334.03157394689,55334.02658488949,-7.1842426573857665,3.709918777123714
KOI-72.02,45.29406,45.294385095911444,-6.0,55379.325959042806,55379.325061838,-1.2919749249704182,2.5039099368584794
KOI-72.02,45.29406,45.294385095911444,-5.0,55424.62034413872,55424.611680630594,-12.475451698992401,5.438338765588385
KOI-72.02,45.29406,45.294385095911444,-4.0,55469.91472923463,55469.91625783003,2.2011773753911257,2.377229547047787
KOI-72.02,45.29406,45.294385095911444,-3.0,55515.209114330544,55515.20615369092,-4.263321063481271,2.2397710091680727
KOI-72.02,45.29406,45.294385095911444,0.0,55651.092269618275,55651.09375033607,2.1322336234152317,2.856418111516566
KOI-72.02,45.29406,45.294385095911444,1.0,55696.38665471419,55696.378673302046,-11.493233484216034,3.3494770994047895
KOI-72.02,45.29406,45.294385095911444,2.0,55741.6810398101,55741.685201388456,5.9926728322170675,2.565626529224642
KOI-72.02,45.29406,45.294385095911444,3.0,55786.975424906006,55786.97355077787,-2.698744519148022,2.4432746315447793
KOI-72.02,45.29406,45.294385095911444,4.0,55832.26981000192,55832.268444520436,-1.9662933354265988,2.464255903051472
KOI-72.02,45.29406,45.294385095911444,5.0,55877.56419509783,55877.56435508459,0.23038093582727015,4.9126158819824255
KOI-72.02,45.29406,45.294385095911444,6.0,55922.858580193744,55922.859070189974,0.7055945706088096,2.659875404061113
KOI-72.02,45.29406,45.294385095911444,9.0,56058.741735481475,56058.74663312956,7.052613239502534,2.1213988847463927
KOI-72.02,45.29406,45.294385095911444,10.0,56104.03612057739,56104.03600921676,-0.16035930253565311,2.808501537191445
KOI-72.02,45.29406,45.294385095911444,11.0,56149.3305056733,56149.32983330935,-0.9682040917687118,2.2949452149055234
KOI-72.02,45.29406,45.294385095911444,12.0,56194.62489076921,56194.62418779421,-1.0122840071562678,2.688315087527657
KOI-72.02,45.29406,45.294385095911444,13.0,56239.919275865126,56239.92175458229,3.569352716440335,13.157985972093314
KOI-72.02,45.29406,45.294385095911444,14.0,56285.21366096104,56285.19888899583,-21.27162990043871,8.440801123874763
KOI-72.02,45.29406,45.294385095911444,17.0,56421.09681624877,56421.099250569445,3.505421772133559,3.9437889680609857
KOI-82.01,16.145685,16.145676925036895,-46.0,54967.75446451283,54967.75132272916,-4.524168488569558,1.4721530789676454
KOI-82.01,16.145685,16.145676925036895,-45.0,54983.900141437865,54983.901771941935,2.3479258606676012,1.6129431361518807
KOI-82.01,16.145685,16.145676925036895,-42.0,55032.337172212974,55032.33677781747,-0.5679295223671943,2.509852922199408
KOI-82.01,16.145685,16.145676925036895,-41.0,55048.48284913801,55048.48211032199,-1.0638950730208308,1.4330373461597659
KOI-82.01,16.145685,16.145676925036895,-40.0,55064.62852606305,55064.63100159175,3.564761329907924,2.2889957260492353
KOI-82.01,16.145685,16.145676925036895,-39.0,55080.77420298809,55080.77417195717,-0.044684523018077016,2.005934839849908
KOI-82.01,16.145685,16.145676925036895,-38.0,55096.919879913126,55096.92177835421,2.7337551629170775,1.6928119125157457
KOI-82.01,16.145685,16.145676925036895,-37.0,55113.06555683816,55113.06918423463,5.223450909834355,1.4149676090642334
KOI-82.01,16.145685,16.145676925036895,-36.0,55129.2112337632,55129.21159951956,0.5266891652718186,1.9409554691270152
KOI-82.01,16.145685,16.145676925036895,-35.0,55145.356910688235,55145.35596768497,-1.3579247030429542,1.4722862308630031
KOI-82.01,16.145685,16.145676925036895,-34.0,55161.50258761327,55161.500296467784,-3.2992495014332235,1.5194680936062155
KOI-82.01,16.145685,16.145676925036895,-33.0,55177.64826453831,55177.646760796604,-2.165388052817434,1.5123068847414505
KOI-82.01,16.145685,16.145676925036895,-32.0,55193.793941463344,55193.7945556113,0.8843730529770255,2.278752758780251
KOI-82.01,16.145685,16.145676925036895,-31.0,55209.93961838838,55209.94056543337,1.3637447822839022,1.5420753425362308
KOI-82.01,16.145685,16.145676925036895,-30.0,55226.085295313416,55226.08540743923,0.16146116657182574,1.619449575922032
KOI-82.01,16.145685,16.145676925036895,-29.0,55242.23097223845,55242.23280183292,2.6346160343382508,1.4511967349897494
KOI-82.01,16.145685,16.145676925036895,-28.0,55258.37664916349,55258.37637212807,-0.3989310027100146,1.5234258281619366
KOI-82.01,16.145685,16.145676925036895,-27.0,55274.52232608853,55274.520626807294,-2.4469649826642126,1.5513921814598026
KOI-82.01,16.145685,16.145676925036895,-26.0,55290.66800301357,55290.66640000189,-2.3083368118386716,1.4495552023495637
KOI-82.01,16.145685,16.145676925036895,-25.0,55306.813679938605,55306.81563425052,2.8142091538757086,2.0999010912104414
KOI-82.01,16.145685,16.145676925036895,-24.0,55322.95935686364,55322.97418326256,21.350014441413805,6.375948577785519
KOI-82.01,16.145685,16.145676925036895,-23.0,55339.10503378868,55339.105395080405,0.5202600883785635,1.8445286797882738
KOI-82.01,16.145685,16.145676925036895,-22.0,55355.25071071371,55355.25272280405,2.8974100830964744,1.4680955210424298
KOI-82.01,16.145685,16.145676925036895,-20.0,55387.542064563786,55387.544067004776,2.883515025023371,1.3976985637641077
KOI-82.01,16.145685,16.145676925036895,-19.0,55403.68774148882,55403.68594113439,-2.59251038194634,2.4244044545418655
KOI-82.01,16.145685,16.145676925036895,-18.0,55419.83341841386,55419.831168810386,-3.2394290005322546,1.5936842651580672
KOI-82.01,16.145685,16.145676925036895,-17.0,55435.979095338895,55435.9775131691,-2.278324506478384,1.4300903157055815
KOI-82.01,16.145685,16.145676925036895,-16.0,55452.12477226394,55452.1243823049,-0.5615410138852894,1.4435709948201911
KOI-82.01,16.145685,16.145676925036895,-15.0,55468.270449188974,55468.27419917124,5.399974461179227,2.262546055293059
KOI-82.01,16.145685,16.145676925036895,-14.0,55484.41612611401,55484.41807146983,2.8013123804703355,1.4995608007675671
KOI-82.01,16.145685,16.145676925036895,-13.0,55500.56180303905,55500.56245611097,0.9404235729016364,1.5436115923600107
KOI-82.01,16.145685,16.145676925036895,-12.0,55516.70747996408,55516.70590922606,-2.261862752493471,1.937019943921144
KOI-82.01,16.145685,16.145676925036895,-11.0,55532.85315688912,55532.851394348145,-2.5380590034183115,2.001739672123255
KOI-82.01,16.145685,16.145676925036895,-10.0,55548.998833814156,55548.99661787412,-3.1909536465536803,1.648936163592314
KOI-82.01,16.145685,16.145676925036895,-8.0,55581.29018766423,55581.28994308166,-0.3521988959982991,2.1655322479191415
KOI-82.01,16.145685,16.145676925036895,-7.0,55597.435864589264,55597.4340929133,-2.551213384140283,2.046204969783196
KOI-82.01,16.145685,16.145676925036895,-6.0,55613.5815415143,55613.582031773425,0.7059731392655522,1.7826008004279923
KOI-82.01,16.145685,16.145676925036895,-4.0,55645.87289536438,55645.87034017028,-3.67947950377129,1.6113660694706298
KOI-82.01,16.145685,16.145676925036895,-3.0,55662.01857228942,55662.01820662956,-0.5265501933172345,1.4468458656030068
KOI-82.01,16.145685,16.145676925036895,0.0,55710.455603064525,55710.4579562553,3.3885947114322335,1.5799708366802658
KOI-82.01,16.145685,16.145676925036895,1.0,55726.60127998956,55726.60390813665,3.784531803103164,1.8708798197268732
KOI-82.01,16.145685,16.145676925036895,2.0,55742.7469569146,55742.74881276979,2.6724314724560827,1.6954178698673659
KOI-82.01,16.145685,16.145676925036895,3.0,55758.892633839634,55758.889493906296,-4.521504007279873,2.0548918078965097
KOI-82.01,16.145685,16.145676925036895,4.0,55775.03831076467,55775.03685065023,-2.102564797969535,1.6768226272635398
KOI-82.01,16.145685,16.145676925036895,5.0,55791.18398768971,55791.18217177554,-2.6149164035450667,1.441256931540584
KOI-82.01,16.145685,16.145676925036895,6.0,55807.32966461475,55807.330987287816,1.904649215284735,2.521105990135659
KOI-82.01,16.145685,16.145676925036895,7.0,55823.475341539786,55823.47729668851,2.815414157230407,1.4898256205374587
KOI-82.01,16.145685,16.145676925036895,9.0,55855.76669538986,55855.76687717794,0.26177484076470137,1.5838614726789408
KOI-82.01,16.145685,16.145676925036895,10.0,55871.912372314895,55871.91134884408,-1.4737979765050113,1.6415105256733806
KOI-82.01,16.145685,16.145676925036895,11.0,55888.05804923993,55888.05770871586,-0.4903546627610922,1.4554646917842213
KOI-82.01,16.145685,16.145676925036895,13.0,55920.349403090004,55920.3479555456,-2.0844639418646693,1.5644130643342955
KOI-82.01,16.145685,16.145676925036895,14.0,55936.49508001504,55936.496611070186,2.2047194105107337,2.803991059525678
KOI-82.01,16.145685,16.145676925036895,15.0,55952.640756940076,55952.64089311217,0.1960878144018352,1.6780129934343158
KOI-82.01,16.145685,16.145676925036895,16.0,55968.78643386511,55968.785793566814,-0.9220295492559671,1.6103164755639776
KOI-82.01,16.145685,16.145676925036895,17.0,55984.932110790156,55984.93312028865,1.4536778361070901,1.5782386705801008
KOI-82.01,16.145685,16.145676925036895,18.0,56001.07778771519,56001.07884180881,1.5178948128595948,1.4950639532339929
KOI-82.01,16.145685,16.145676925036895,19.0,56017.22346464023,56017.221759351436,-2.4556158611085266,1.5252751991684352
KOI-82.01,16.145685,16.145676925036895,20.0,56033.369141565265,56033.37032618318,1.705849802820012,3.010291932507541
KOI-82.01,16.145685,16.145676925036895,21.0,56049.5148184903,56049.51484235551,0.03436589729972184,1.692050964709913
KOI-82.01,16.145685,16.145676925036895,22.0,56065.66049541534,56065.660870207066,0.5397000897210091,2.611882701438688
KOI-82.01,16.145685,16.145676925036895,23.0,56081.80617234037,56081.80820570491,2.92804493336007,1.5149056473672862
KOI-82.01,16.145685,16.145676925036895,24.0,56097.95184926541,56097.9523118337,0.6660983408801258,1.5676391488138355
KOI-82.01,16.145685,16.145676925036895,25.0,56114.097526190446,56114.09516530577,-3.399673931999132,1.5434964231509942
KOI-82.01,16.145685,16.145676925036895,26.0,56130.24320311548,56130.243384552276,0.26126898243092,1.5443429963959778
KOI-82.01,16.145685,16.145676925036895,27.0,56146.38888004052,56146.39011411308,1.777064484776929,1.914219802056072
KOI-82.01,16.145685,16.145676925036895,28.0,56162.53455696556,56162.535031393934,0.6831768562551588,1.9920751527557694
KOI-82.01,16.145685,16.145676925036895,29.0,56178.6802338906,56178.680044925786,-0.2721093292348087,1.7944850736681193
KOI-82.01,16.145685,16.145676925036895,30.0,56194.825910815634,56194.82508441088,-1.1900228506419808,1.4927592579987181
KOI-82.01,16.145685,16.145676925036895,31.0,56210.97158774067,56210.969062681994,-3.6360844946466386,1.6798897113856888
KOI-82.01,16.145685,16.145676925036895,32.0,56227.11726466571,56227.11955162549,3.2932220853399485,2.5020029363638536
KOI-82.01,16.145685,16.145676925036895,33.0,56243.26294159074,56243.261101906915,-2.6491447119042277,1.427158768641776
KOI-82.01,16.145685,16.145676925036895,34.0,56259.40861851578,56259.40967724044,1.5245635074097663,1.8928040558161863
KOI-82.01,16.145685,16.145676925036895,35.0,56275.554295440816,56275.55494780978,0.9394113114103675,1.525772194073728
KOI-82.01,16.145685,16.145676925036895,36.0,56291.69997236585,56291.70047381587,0.7220880291424692,2.2109032853067108
KOI-82.01,16.145685,16.145676925036895,37.0,56307.84564929089,56307.84509507311,-0.7980735960882157,1.6241145451509713
KOI-82.01,16.145685,16.145676925036895,38.0,56323.991326215924,56323.989791698434,-2.2097051865421236,2.272437457881639
KOI-82.01,16.145685,16.145676925036895,39.0,56340.13700314096,56340.13955928257,3.6808439204469323,1.624617721950898
KOI-82.01,16.145685,16.145676925036895,40.0,56356.282680066004,56356.28235160081,-0.47298988443799317,1.8536229427061424
KOI-82.01,16.145685,16.145676925036895,41.0,56372.42835699104,56372.42904579024,0.9918708459008485,1.8109124592911343
KOI-82.01,16.145685,16.145676925036895,42.0,56388.57403391608,56388.57427978332,0.35404883441515267,1.5814782536432503
KOI-82.01,16.145685,16.145676925036895,43.0,56404.71971084111,56404.719789110924,0.11270852875895798,1.4787089945929364
KOI-82.01,16.145685,16.145676925036895,44.0,56420.86538776615,56420.867037651595,2.37583504174836,2.310829913796774
KOI-87.01,289.8622,289.8658183358087,-2.0,54966.692906165874,54966.693140103984,0.3368708782363683,2.8543836977958157
KOI-87.01,289.8622,289.8658183358087,-1.0,55256.55872450169,55256.55863850995,-0.12382809771224856,3.3324510690194296
KOI-87.01,289.8622,289.8658183358087,0.0,55546.42454283749,55546.423871845516,-0.9662284457590431,3.08174661720227
KOI-87.01,289.8622,289.8658183358087,1.0,55836.2903611733,55836.29083701968,0.6852187926415354,3.094798223243708
KOI-89.02,207.6035,207.5809454548549,-3.0,55122.89087419443,55122.86036191289,-43.937685418641195,3.7850621029547367
KOI-89.02,207.6035,207.5809454548549,-2.0,55330.47181964929,55330.49778035687,37.38341891323216,3.3287867070357224
KOI-89.02,207.6035,207.5809454548549,-1.0,55538.05276510414,55538.063283195195,15.146051117917523,3.165594816471516
KOI-89.02,207.6035,207.5809454548549,1.0,55953.21465601386,55953.20031337367,-20.653401865856722,3.5165235584447756
KOI-89.02,207.6035,207.5809454548549,2.0,56160.79560146871,56160.786068402704,-13.727615046082065,3.421193379341024
KOI-89.02,207.6035,207.5809454548549,3.0,56368.376546923566,56368.39026646556,19.75614047376439,4.3908255836717425
KOI-92.01,65.70462000000002,65.70456187198842,-11.0,54970.44288958068,54970.44772133924,6.957732327282429,2.889831533223499
KOI-92.01,65.70462000000002,65.70456187198842,-10.0,55036.14745145266,55036.14976787093,3.335642300080508,3.4897071113125895
KOI-92.01,65.70462000000002,65.70456187198842,-9.0,55101.85201332466,55101.85473280248,3.9160480652935803,4.604703055328077
KOI-92.01,65.70462000000002,65.70456187198842,-8.0,55167.55657519664,55167.55267355387,-5.6183655874338,2.3329974686159374
KOI-92.01,65.70462000000002,65.70456187198842,-6.0,55298.96569894062,55298.965119910135,-0.8338038995862007,2.0449733352287054
KOI-92.01,65.70462000000002,65.70456187198842,-5.0,55364.67026081261,55364.6723615632,3.025080853840336,2.2529530282380046
KOI-92.01,65.70462000000002,65.70456187198842,-4.0,55430.3748226846,55430.37727490271,3.5311940812971443,2.030300037194296
KOI-92.01,65.70462000000002,65.70456187198842,-3.0,55496.079384556586,55496.080627428746,1.7897359107155353,2.521724877610674
KOI-92.01,65.70462000000002,65.70456187198842,-1.0,55627.488508300565,55627.48790752681,-0.8651142055168748,2.6963374741164037
KOI-92.01,65.70462000000002,65.70456187198842,-0.0,55693.19307017255,55693.19122867787,-2.6517523429356515,1.8371163038082976
KOI-92.01,65.70462000000002,65.70456187198842,1.0,55758.897632044536,55758.89586329738,-2.5469959038309753,2.006068275306344
KOI-92.01,65.70462000000002,65.70456187198842,2.0,55824.60219391653,55824.60110726558,-1.5647773642558604,2.035568299521612
KOI-92.01,65.70462000000002,65.70456187198842,3.0,55890.306755788515,55890.30614940964,-0.8731855801306665,2.2100205478618253
KOI-92.01,65.70462000000002,65.70456187198842,4.0,55956.0113176605,55956.00872199488,-3.7377584993373603,1.8574947376842448
KOI-92.01,65.70462000000002,65.70456187198842,5.0,56021.715879532494,56021.71387376694,-2.8883024014066905,2.5457519086479303
KOI-92.01,65.70462000000002,65.70456187198842,6.0,56087.42044140448,56087.41808572429,-3.3921794733032584,1.9431358894476631
KOI-92.01,65.70462000000002,65.70456187198842,7.0,56153.12500327647,56153.12445298793,-0.7924154971260577,1.8587545794551414
KOI-92.01,65.70462000000002,65.70456187198842,8.0,56218.82956514846,56218.83124803821,2.423361239489168,1.8884470288845931
KOI-92.01,65.70462000000002,65.70456187198842,9.0,56284.534127020444,56284.538110954556,5.73686512070708,1.968062867276275
KOI-92.01,65.70462000000002,65.70456187198842,10.0,56350.23868889244,56350.241903427705,4.628930784529075,2.4116256310327313
KOI-94.01,22.343001,22.342973006553486,-35.0,54965.7415206684,54965.742574397256,1.5173695504199713,0.36467232149827344
KOI-94.01,22.343001,22.342973006553486,-34.0,54988.084493674956,54988.08425028737,-0.350478122709319,0.3749837484797624
KOI-94.01,22.343001,22.342973006553486,-25.0,55189.17125073394,55189.171356381135,0.152131961658597,0.6868552002733753
KOI-94.01,22.343001,22.342973006553486,-22.0,55256.200169753596,55256.196772076146,-4.8926555283833295,0.5266681921901568
KOI-94.01,22.343001,22.342973006553486,-20.0,55300.886115766705,55300.88699400137,1.26465791487135,0.3699932501888135
KOI-94.01,22.343001,22.342973006553486,-19.0,55323.22908877326,55323.22965901958,0.821154696168378,0.3617228945330852
KOI-94.01,22.343001,22.342973006553486,-18.0,55345.572061779814,55345.57103252337,-1.4821292844135314,0.3989030594123236
KOI-94.01,22.343001,22.342973006553486,-17.0,55367.91503478636,55367.91463158821,-0.5806053383275867,0.3649511234523188
KOI-94.01,22.343001,22.342973006553486,-8.0,55569.001791845345,55569.00354487658,2.5243649748153985,0.384027714766657
KOI-94.01,22.343001,22.342973006553486,-6.0,55613.687737858454,55613.68756077,-0.25500737596303225,0.40327268065245037
KOI-94.01,22.343001,22.342973006553486,-4.0,55658.37368387156,55658.3724233371,-1.8151696224231273,0.38024311609974343
KOI-94.01,22.343001,22.342973006553486,-3.0,55680.71665687811,55680.71667438466,0.025209432933479548,0.3828433533391923
KOI-94.01,22.343001,22.342973006553486,-2.0,55703.059629884665,55703.06018569672,0.8003693574573845,0.3754681900024048
KOI-94.01,22.343001,22.342973006553486,-1.0,55725.40260289122,55725.403148231955,0.7852906594052911,0.3912055167532602
KOI-94.01,22.343001,22.342973006553486,10.0,55971.17530596331,55971.17206166645,-4.671787476399913,0.37755955648159034
KOI-94.01,22.343001,22.342973006553486,13.0,56038.20422498297,56038.2043350135,0.15844396431930363,0.3804018983990106
KOI-94.01,22.343001,22.342973006553486,14.0,56060.54719798952,56060.54882035883,2.336211805231869,0.3684609980583735
KOI-94.01,22.343001,22.342973006553486,15.0,56082.89017099608,56082.890781091155,0.8785369119141251,0.3844574373371363
KOI-94.01,22.343001,22.342973006553486,16.0,56105.23314400263,56105.23195346321,-1.7143767653033137,0.5863900155981204
KOI-94.01,22.343001,22.342973006553486,25.0,56306.31990106161,56306.32009407658,0.2779415622353554,0.4231108163405362
KOI-94.01,22.343001,22.342973006553486,26.0,56328.66287406816,56328.66356266044,0.9915728797204792,0.4157730202415242
KOI-94.01,22.343001,22.342973006553486,27.0,56351.00584707472,56351.00592500791,0.1122237928211689,0.42359314236705486
KOI-94.01,22.343001,22.342973006553486,28.0,56373.34882008127,56373.348575348624,-0.3524150128941983,0.3939038690316084
KOI-94.01,22.343001,22.342973006553486,29.0,56395.691793087826,56395.69186227188,0.09962503798305988,0.4692814800960381
KOI-94.03,54.31993,54.31995953306337,-14.0,54994.240332932015,54994.244980151416,6.691995937144384,1.5072988828141125
KOI-94.03,54.31993,54.31995953306337,-9.0,55265.84013059733,55265.838758305705,-1.9760999421123415,1.2093938770797632
KOI-94.03,54.31993,54.31995953306337,-8.0,55320.1600901304,55320.15550250327,-6.606183060212061,1.8761916104403376
KOI-94.03,54.31993,54.31995953306337,-3.0,55591.75988779571,55591.76450206399,6.644546318566427,1.8078792139423638
KOI-94.03,54.31993,54.31995953306337,-2.0,55646.07984732878,55646.08308915449,4.668229023227468,1.6386289136158754
KOI-94.03,54.31993,54.31995953306337,-1.0,55700.39980686184,55700.403690110674,5.59187832288444,1.5182620806228064
KOI-94.03,54.31993,54.31995953306337,4.0,55971.999604527155,55971.99525840997,-6.258408750873059,1.7834573521462083
KOI-94.03,54.31993,54.31995953306337,5.0,56026.31956406022,56026.31408140942,-7.895017149858177,1.0913855838328115
KOI-94.03,54.31993,54.31995953306337,6.0,56080.63952359329,56080.63423547907,-7.614884474314749,1.0967409169829878
KOI-94.03,54.31993,54.31995953306337,11.0,56352.2393212586,56352.2422489412,4.215862937271595,1.1706496641540658
KOI-94.03,54.31993,54.31995953306337,12.0,56406.55928079166,56406.564899437755,8.090850374428555,1.1675647342640292
KOI-108.02,179.601,179.60812676939946,-3.0,55128.33398603225,55128.33073190015,-4.685950231505558,2.122894486949152
KOI-108.02,179.601,179.60812676939946,-2.0,55307.942112801655,55307.93217010904,-14.317477368749678,3.2658752669260096
KOI-108.02,179.601,179.60812676939946,-1.0,55487.55023957105,55487.534144661084,-23.176670351531357,2.2871073059340845
KOI-108.02,179.601,179.60812676939946,0.0,55667.15836634045,55667.172934363945,20.977953829569742,2.109232507616645
KOI-108.02,179.601,179.60812676939946,1.0,55846.766493109855,55846.776413578205,14.285474424250424,1.9462454461264913
KOI-108.02,179.601,179.60812676939946,2.0,56026.37461987925,56026.38403223515,13.553792500169948,1.9255815650422985
KOI-108.02,179.601,179.60812676939946,4.0,56385.59087341805,56385.57517994644,-22.59859911398962,2.0592430411573184
KOI-112.01,51.07931,51.079316590270274,-14.0,55018.17963295539,55018.179357706395,-0.3963585547171533,7.733786885410812
KOI-112.01,51.07931,51.079316590270274,-13.0,55069.25894954566,55069.257725978845,-1.761936218244955,3.7086244669269104
KOI-112.01,51.07931,51.079316590270274,-12.0,55120.33826613593,55120.336277687566,-2.86336564226076,4.67962532463397
KOI-112.01,51.07931,51.079316590270274,-11.0,55171.4175827262,55171.42147648289,5.607009627856314,3.7405471147042757
KOI-112.01,51.07931,51.079316590270274,-10.0,55222.49689931647,55222.49884570175,2.802794803865254,3.7434349351625986
KOI-112.01,51.07931,51.079316590270274,-9.0,55273.576215906745,55273.57538243928,-1.2001931481063366,4.519255673197238
KOI-112.01,51.07931,51.079316590270274,-8.0,55324.65553249701,55324.65642271697,1.2819167459383607,4.267625729990987
KOI-112.01,51.07931,51.079316590270274,-7.0,55375.73484908728,55375.73435130536,-0.7168059737887233,4.766498154205871
KOI-112.01,51.07931,51.079316590270274,-6.0,55426.814165677555,55426.80800153018,-8.876372217200696,6.373456785086038
