KOI,radius_rearth,radius_rearth_uperr,radius_rearth_lowerr,mass_mearth,mass_mearth_uperr,mass_mearth_lowerr
999.02,2.18,0.13,-0.09,5.594944667061562,4.405516321560252,-2.3991447615102577
1000.01,0.82,0.25,-0.07,0.49415006731122363,0.6867011868716795,-0.2873634054359717
1001.01,3.71,0.62,-1.0,13.232791902737862,11.677130368699359,-7.026448014028339
1001.02,3.42,0.57,-0.93,11.325778611063082,11.130217909373794,-5.73083394400152
1002.01,1.17,0.14,-0.15,1.6455963800042253,1.4203429990479775,-0.7249367523214726
1003.01,40.35,6.93,-13.88,113141.94064609917,38122.113379464965,-33619.90524504981
1004.01,4.86,1.44,-0.48,20.6680879189061,19.46998859958777,-10.02557847960075
1005.01,5.17,0.53,-0.59,23.407139765841674,18.431019860937408,-10.580404949040831
1006.01,19.68,1.77,-2.21,41806.059972827294,15257.56533623243,-41623.61111826949
1007.01,2.01,0.62,-0.21,4.838823038558082,4.365418098294604,-2.074915416621763
1008.01,38.98,11.11,-4.76,110819.35436236173,31319.14031227112,-29630.67156257882
1009.01,1.17,0.12,-0.13,1.6455963800042253,1.3574051644316238,-0.6243297556014205
1010.01,0.0,0.0,0.0,nan,nan,nan
1011.01,19.81,6.4,-2.14,42682.24430027337,20617.127414602743,-42462.350384426885
1012.01,3.78,1.04,-0.44,13.370022315554012,13.694751651275206,-6.626793947437406
1013.01,19.07,3.68,-1.57,20528.253028851002,36535.37228020872,-20341.9803548032
1014.01,2.04,0.1,-0.11,5.043775592974663,4.160465543878022,-2.040774048538814
1015.01,4.39,0.61,-1.13,17.507987837177957,15.795098593213694,-8.677758727167168
1015.02,2.36,0.32,-0.61,6.33641836235192,5.969105306754476,-2.9354420773928656
1015.03,3.14,0.43,-0.81,10.000460988621814,8.631572677867041,-4.743051897697976
1016.01,2.93,0.47,-0.22,8.830229110010789,7.621525088892847,-3.9914060714527073
1017.01,3.24,0.88,-0.47,10.64250943930535,9.601302413294952,-5.493024838388015
1018.01,37.99,22.75,-27.81,nan,nan,nan
1019.01,0.0,0.0,0.0,nan,nan,nan
1020.01,38.81,6.74,-4.89,108544.44630488238,22277.22094656639,-22143.296993411233
1021.01,18.93,3.18,-1.46,14515.460919173469,40229.398307657466,-14325.28428484483
1022.01,2.7,0.78,-0.25,7.960345761352788,6.8707135659289476,-3.9455110743886532
1022.02,2.35,0.67,-0.23,6.078939593664214,5.246839017398869,-2.7477788061736885
1023.01,1.71,0.15,-0.13,3.851692887832603,2.891535480284003,-1.4112116371811556
1024.01,1.86,0.07,-0.09,4.4535641023069115,3.3433710813808117,-1.689656480370593
1025.01,10.05,0.78,-1.03,1981.8102125499156,13465.570665585106,-1907.0282606127432
1026.01,0.0,0.0,0.0,nan,nan,nan
1027.01,0.0,0.0,0.0,nan,nan,nan
1028.01,34.0,5.2,-7.78,91948.26600097425,23564.938410124043,-20260.103717480015
1029.01,4.84,0.79,-1.06,21.10125609415613,18.21286296483952,-11.306085322323835
1030.01,2.79,0.47,-0.19,8.127181148415854,6.703878178865882,-3.4849824687019053
1031.01,1.64,0.49,-0.21,3.4722549972039642,2.9969639798158356,-1.7210082269393026
1032.01,18.35,5.02,-2.42,5827.448960790488,51236.17634826923,-5652.413869613449
1034.01,268.65,51.42,-23.53,nan,nan,nan
1035.01,14.49,2.46,-2.46,1644.3338226925864,23246.476712186246,-1450.171407676806
1036.01,23.76,5.01,-7.51,60727.217643628486,22163.042666242247,-60291.226690715936
1037.01,5.67,1.35,-0.45,27.064773966829218,23.36007947738865,-12.836371010315467
1038.01,35.73,14.46,-3.23,99902.32040233015,30919.34684911862,-29685.778116470523
1039.01,33.01,10.6,-3.55,88211.9713059199,27301.2331051784,-26212.013863723034
1040.01,32.66,10.96,-3.64,90060.7450674656,27873.42078759233,-28060.787625268735
1041.01,9.73,2.69,-1.57,709.8866686997239,11333.780878385454,-667.1716519910291
1042.01,8.88,2.8,-0.93,109.76611661824137,10524.578028772969,-77.81629274048439
1042.02,0.0,0.0,0.0,nan,nan,nan
1043.01,27.21,3.61,-1.96,71688.16228349424,12939.337723890188,-13428.579876455173
1044.01,23.61,5.28,-2.85,59480.60474355629,15243.971945745936,-58732.97652394303
1045.01,27.85,7.53,-3.25,73190.62494792696,20684.721233725882,-19569.57231676943
1046.01,0.0,0.0,0.0,nan,nan,nan
1047.01,23.35,7.02,-2.34,59480.60474355629,16810.072721871788,-59079.32665561023
1048.01,14.71,1.42,-2.12,999.5345205926111,18008.400337397223,-824.4994294155715
1049.01,1.45,0.33,-0.13,2.7639076219363186,2.4935014689875197,-1.083822324335007
1050.01,1.41,0.1,-0.06,2.7071699179905626,2.131653120567519,-0.8817475690532606
1050.02,1.36,0.1,-0.06,2.491629611071839,1.6932568876855285,-0.8460332310676137
1051.01,2.01,0.62,-0.2,4.838823038558082,3.9914060714527073,-2.131653120567519
1052.01,2.54,0.38,-0.41,7.028843665069428,6.907477563328519,-3.2562186190942604
1052.02,1.67,0.25,-0.27,3.6951803147337796,2.9096225532856894,-1.5402787950481551
1052.03,2.39,0.35,-0.38,6.4692189770198,5.836304692086596,-2.849893602248403
1052.04,2.39,0.35,-0.39,6.4692189770198,5.583695974887096,-2.849893602248403
1053.01,1.54,0.23,-0.22,3.2292891866832467,2.4829160601457727,-1.3265494879849353
1053.02,2.46,0.36,-0.36,6.743228368116606,5.56229530098979,-2.891535480284003
1054.01,15.33,2.9,-8.17,nan,nan,nan
1055.01,38.6,11.56,-11.56,108544.44630488238,42719.60772068176,-38327.90401902275
1056.01,20.42,9.55,-4.14,36914.00708096673,33302.5352048929,-36749.53162422049
1057.01,0.98,0.2,-0.25,0.9797677116233975,1.3615451963635805,-0.6177425644705082
1058.01,5.85,2.81,-1.22,27.064773966829218,46.18204842555589,-16.199215525023344
1059.01,1.14,0.13,-0.16,1.4834854232279506,1.3974899076891296,-0.6361271636638688
1060.01,2.98,0.46,-0.69,9.015295781181866,9.61673788530699,-4.468392505792056
1060.02,1.7,0.27,-0.39,3.772625045975168,3.4035312972898306,-1.7052874083129463
1060.03,2.96,0.46,-0.69,9.204241136852685,7.944341406636122,-4.657337861462875
1060.04,1.74,0.27,-0.4,4.014834686964135,3.311721759141415,-1.814770075134322
1061.01,2.02,0.61,-0.26,4.838823038558082,4.558323429133876,-2.2416582902472983
1062.01,2.02,0.49,-0.41,4.739491314578365,4.854603453504937,-2.142326566267582
1063.01,102.08,26.76,-40.11,nan,nan,nan
1064.01,67.35,20.04,-16.42,nan,nan,nan
1065.01,16.94,5.73,-1.9,2541.8982267445144,48900.276398307906,-2370.4562691094575
1066.01,9.29,2.47,-0.99,473.80858285849683,11569.858964226682,-436.8662323542551
1067.01,49.82,8.74,-8.75,142138.49467463285,32762.303648554633,-31319.14031227112
1068.01,14.35,3.88,-9.05,1086.0000114452866,46260.435357062765,-1033.439369517563
1069.01,2.86,0.13,-0.24,8.648961501411774,7.134279797672189,-3.909470186833409
1069.02,1.56,0.07,-0.13,3.3311607874905254,2.381044459338494,-1.1310961756607125
1070.01,2.98,0.49,-0.66,8.830229110010789,7.621525088892847,-4.18803043029684
1070.02,4.75,0.79,-1.05,19.82824535735624,17.11410514688549,-10.033074585523945
1070.03,1.92,0.84,-0.2,4.362141002802925,4.653154778378941,-2.1620763909731124
1071.01,1.29,0.36,-0.11,2.1549015196856245,1.7775163382744577,-1.1336348952828197
1072.01,1.95,0.24,-0.11,4.838823038558082,3.6325919293839677,-2.074915416621763
1073.01,1.25,0.38,-0.35,1.8832099067375094,2.478931096065416,-1.2998683410874414
1074.01,12.05,4.08,-1.35,1336.318281796676,15102.813573739195,-1234.2438627292838
1075.01,18.66,3.99,-9.3,nan,nan,nan
1076.01,15.25,0.99,-1.46,1131.9984855925218,22257.182529357975,-945.7258115447191
1077.01,1.37,0.25,-0.11,2.491629611071839,2.3471934274862427,-1.0081441878438884
1078.01,1.65,0.12,-0.19,3.772625045975168,3.111929986657868,-1.382242178346965
1078.02,2.05,0.16,-0.24,5.149484600917335,3.865811180264531,-2.1464830564814856
1078.03,1.87,0.14,-0.22,4.500233688848361,3.296701494839362,-1.7363260669120426
1079.01,26.35,7.63,-2.12,68775.13181443485,17626.0174970363,-20436.39521837059
1080.01,1.35,0.18,-0.15,2.4404812506514473,1.921659752151478,-1.0172768850014415
1081.01,28.15,8.19,-3.26,74724.57668930222,23126.941351366346,-19979.717462471286
1082.01,1.67,0.08,-0.12,3.851692887832603,2.753109980186866,-1.3600632767607639
1082.02,1.42,0.07,-0.1,2.8514048915682273,1.9874181469898544,-0.9877247767915196
1082.03,1.25,0.06,-0.09,1.9833318919921321,1.2794465758230567,-0.6179590782856941
1082.04,1.45,0.06,-0.11,2.8809753309170802,1.9578477076410015,-0.9782356322187689
1083.01,1.52,0.45,-0.14,3.130196284260946,2.823954379327586,-1.4845999042567208
1083.02,0.96,0.28,-0.09,0.8832488549464266,1.0194908437518848,-0.5136362728550884
1084.01,1.19,0.32,-0.11,1.7512467702646617,1.5799140172258637,-0.9873634501567905
1085.01,0.9,0.06,-0.07,0.6958479397905329,0.3909859274302453,-0.2503775737573817
1086.01,2.21,0.64,-0.35,5.480091221312087,4.9439479822246035,-2.5387355188807095
1087.01,36.87,12.63,-5.04,101996.10411380432,31567.36407776142,-28805.47916587736
1088.01,26.93,3.81,-2.37,70216.54228585963,14410.9577215248,-14324.323377346962
1089.01,9.83,1.48,-1.2,1529.2740415650926,12688.21240200297,-1475.6118174569983
1089.02,5.1,0.76,-0.62,22.926636236812417,20.683614995563534,-11.121144431322252
1090.01,72.52,11.35,-17.05,nan,nan,nan
1091.01,9.84,2.84,-1.22,633.3176937836803,11920.469857412018,-593.1796172651864
1092.01,31.52,14.67,-2.8,82890.26030987073,32622.944101227564,-28145.401083039797
1093.01,47.75,7.53,-11.29,137791.69879398434,37109.099529203144,-35795.59468018002
1094.01,2.59,0.82,-0.28,7.32655644610555,6.609764782292397,-3.6313761313717703
1095.01,6.57,1.9,-0.59,34.71366759433909,44.86942665367092,-17.565085050850286
1096.01,9.8,3.48,-0.71,660.1424150152444,10656.946674869281,-619.1631122821253
1097.01,2.36,1.01,-0.18,6.206343888709523,6.3570827491744994,-3.0105439831582186
1098.01,23.6,6.18,-2.21,60727.217643628486,17162.38342208381,-60291.226690715936
1099.01,8.19,1.36,-1.23,70.27045616127702,7404.099231750711,-41.46807267691914
1100.01,1.45,0.12,-0.13,3.003001544435849,2.040774048538814,-1.1393214296591414
1101.01,1.67,0.21,-0.12,3.772625045975168,2.8321778220443012,-1.4793747858000867
1101.02,1.9,0.21,-0.15,4.838823038558082,3.6325919293839677,-1.9578477076410015
1102.01,4.12,0.61,-0.84,14.831059327281736,13.971324157076147,-7.194180216606468
1102.02,3.43,0.5,-0.7,11.325778611063082,10.669239520562492,-5.49385520098979
1102.03,43.17,6.37,-8.74,122929.36992687015,31504.922899702724,-27086.555222438546
1102.04,2.07,0.3,-0.42,5.043775592974663,4.751395178857633,-2.162800262057583
1103.01,7.12,2.41,-0.8,40.97930273311906,1351.9399010616125,-22.729748857809337
1104.01,1.25,0.12,-0.07,1.9426179054533255,1.5296370917506388,-0.6596162190308368
1105.01,7.47,0.89,-2.5,51.48167310936462,4398.6655038879535,-29.486654977739047
1106.01,2.47,0.39,-0.23,6.743228368116606,5.56229530098979,-2.970603322141438
1106.02,1.62,0.25,-0.15,3.5450275907328415,2.661316297976682,-1.4343620518324678
1106.03,1.5,0.24,-0.14,2.9413557024313772,2.316053388492461,-1.1534057610333015
1107.01,17.12,5.06,-1.6,2291.49080085773,49150.68382419469,-2116.4557096806902
1108.01,13.92,2.0,-4.66,1336.318281796676,28047.153153755236,-1208.0837457071007
1108.02,5.88,0.85,-1.97,28.21112598569996,30.093189468075682,-15.38439116889912
1108.03,7.62,1.09,-2.55,50.42485344421787,3719.3057067422483,-29.323597350061736
1109.01,0.0,0.0,0.0,nan,nan,nan
1110.01,1.59,0.52,-0.17,3.4009762849590546,3.0682426920607453,-1.6856792403648995
1110.02,0.84,0.28,-0.09,0.5713666860309293,0.7385245463200906,-0.3513039305805827
1111.01,1.81,0.5,-0.15,4.098978833346053,4.028202315069801,-1.8057285731709722
1112.01,2.33,0.72,-0.29,5.954150663588532,5.608997116479889,-2.823954379327586
1113.01,2.48,0.42,-0.34,6.884555032633036,5.678871605250987,-3.111929986657868
1113.02,2.73,0.47,-0.37,8.29751312309095,6.533546204190786,-4.024918479515938
1114.01,25.2,6.77,-3.94,64626.0195135399,18264.240796330836,-55802.56525455682
1115.01,2.03,0.3,-0.34,5.043775592974663,4.550319175108639,-2.040774048538814
1116.01,1.68,0.26,-0.13,3.6951803147337796,3.0480480533828263,-1.449006068714406
1117.01,3.51,0.36,-1.01,12.563426637884023,10.84371312795765,-6.3570827491744994
1118.01,2.67,0.42,-0.31,7.32655644610555,6.609764782292397,-3.3941385881454678
1119.01,0.65,0.14,-0.07,0.19838393780686853,0.2116188283612357,-0.10436437698289441
1119.02,0.62,0.12,-0.07,0.18258894298276235,0.15759570817023172,-0.09238984339874498
1120.01,20.06,1.58,-1.58,44490.08784567006,12573.537463389664,-44328.98875349446
1121.01,53.25,8.43,-5.18,151264.05402556414,31044.81958787414,-23127.903817916886
1122.01,35.27,9.14,-4.93,95842.8147044316,27086.555222438546,-22652.18975650464
1123.01,32.11,10.12,-3.36,84627.50000738443,26191.854354977302,-22627.542565187563
1124.01,37.47,11.15,-6.85,104133.76999150624,35086.894953168114,-29409.193302204018
1125.01,5.33,1.69,-0.57,24.398569509886364,24.991158742910727,-12.5930777043962
1126.01,3.6,0.51,-0.5,12.563426637884023,10.84371312795765,-5.5345829728145945
1126.02,28.22,3.96,-3.96,76290.67746542807,15657.58853554618,-16810.072721871788
1127.01,2.26,0.74,-0.23,5.954150663588532,5.3716279474745505,-3.0127949611571547
1127.02,1.39,0.45,-0.14,2.491629611071839,2.5521459819028243,-1.2607623759360687
1127.03,1.19,0.39,-0.12,1.6628408388027685,1.8094141584011958,-0.9597766213939831
1128.01,1.16,0.12,-0.06,1.6118154535065905,1.0953544644839721,-0.5905488291037857
1129.01,1.48,0.18,-0.18,3.003001544435849,2.1464830564814856,-1.0603836389825236
1130.01,20.05,5.85,-1.96,43576.79196968855,19722.579745187562,-43401.756878511515
1131.01,28.44,3.25,-2.66,76290.67746542807,13770.067602037525,-12991.305750551961
1132.01,13.63,4.73,-1.57,1131.9984855925218,16003.42708420723,-1001.0763704574199
1132.02,0.0,0.0,0.0,nan,nan,nan
1133.01,37.15,9.62,-3.84,104133.76999150624,26687.897259942532,-24611.73459045688
1134.01,29.55,3.1,-2.53,79522.03540104936,12426.230599924893,-12158.724675260019
1134.02,0.0,0.0,0.0,nan,nan,nan
1135.01,43.98,12.0,-12.01,125505.76166009618,42287.98665163474,-42615.501350225444
1136.01,0.0,0.0,0.0,nan,nan,nan
1137.01,40.73,3.42,-2.75,115513.2044110983,18050.263780467445,-15610.884008768146
1138.01,35.8,11.17,-3.74,97851.51804066857,27654.24361942761,-24660.893092741608
1139.01,3.28,0.72,-0.41,10.64250943930535,9.601302413294952,-4.8105860292320575
1140.01,97.36,29.1,-67.89,nan,nan,nan
1141.01,1.38,0.09,-0.08,2.5971647483107834,1.764976254492142,-0.8818677037166283
1142.01,1.58,0.27,-0.12,3.4009762849590546,2.6779633087051593,-1.290310746058681
1143.01,2.74,0.77,-0.26,7.960345761352788,7.181547491690748,-4.0279279033927065
1144.01,1.44,0.35,-0.12,2.8218344522193743,2.435574638704464,-1.2431064678056125
1145.01,2.32,0.39,-0.24,6.206343888709523,5.119434722353559,-2.734088891505559
1146.01,0.74,0.09,-0.11,0.3263613332947938,0.29443186072231375,-0.14752058989312553
1147.01,1.19,0.34,-0.27,1.7512467702646617,2.3477320630813914,-1.1041593410865693
1148.01,2.07,0.37,-0.37,5.257409090923838,4.336685677159464,-2.376433760006758
1148.02,1.71,0.3,-0.31,3.932417857960082,3.3941385881454678,-1.7323532461302693
1149.01,0.0,0.0,0.0,nan,nan,nan
1150.01,0.9,0.14,-0.08,0.6744953795172791,0.6908774341891589,-0.31247023236438987
1151.01,1.22,0.13,-0.09,1.825422348937302,1.304773935323644,-0.6688116982868957
1151.02,0.94,0.1,-0.08,0.8299636253564978,0.6535217978714528,-0.3558932219188275
1151.03,0.67,0.07,-0.06,0.2246748987019591,0.13735024845093013,-0.09090624556486851
1151.04,0.76,0.08,-0.06,0.3696125820913382,0.2641913875773493,-0.14022887741385442
1151.05,0.8,0.08,-0.07,0.4408980414113013,0.3073042243366495,-0.18111511149251908
1152.01,14.45,0.98,-0.8,1179.9452650819044,16314.60985048551,-973.3172569415975
1153.01,57.77,18.29,-6.12,167793.74831173092,51931.45747036146,-39657.59810408366
1154.01,26.06,6.36,-9.53,70216.54228585963,27634.97575480894,-69237.5262852287
1155.01,25.54,3.38,-2.25,65980.47160684361,15208.2111929393,-14538.296981791187
1156.01,5.65,0.81,-0.73,27.63200586553049,22.792847578687375,-12.800946538248756
1157.01,149.71,35.35,-113.2,nan,nan,nan
1158.01,2.08,0.62,-0.24,5.257409090923838,4.139737376768119,-2.376433760006758
1159.01,5.4,0.55,-0.61,25.431992122227253,20.02540919553139,-11.495670893829306
1160.01,2.77,0.43,-0.23,7.960345761352788,6.566260462419051,-3.7754592625954206
1161.01,1.94,0.21,-0.26,4.940236587513072,3.7087249138987026,-1.9372350430772225
1161.02,2.41,0.27,-0.32,6.604802868019469,5.958623769864554,-3.0597752772866276
1161.03,1.52,0.17,-0.2,3.130196284260946,2.4647483828006163,-1.1875783788076206
1162.01,3.08,0.44,-0.49,9.397146467691957,8.110841369486,-4.456909880178886
1163.01,1.92,0.21,-0.26,4.642198679713949,3.3181470816388394,-1.9350287617233861
1163.02,2.0,0.22,-0.27,5.043775592974663,3.9715201882072027,-1.9135793087137172
1164.01,12.93,0.83,-0.84,1749.9031543931483,11889.859298430512,-1510.9871487864093
1165.01,2.36,0.2,-0.17,6.078939593664214,5.014342580582544,-2.459614218892817
1165.02,0.68,0.06,-0.05,0.2544500863566783,0.1471361121305247,-0.09653689213111746
1166.01,2.8,0.89,-0.29,8.04376345488432,7.739477844199643,-3.771168811309309
1167.01,1.21,0.21,-0.08,1.7879499413980757,1.474828526417113,-0.723426681705269
1168.01,3.87,1.94,-0.75,13.370022315554012,17.923933169964435,-7.889931094241925
1169.01,1.32,0.19,-0.06,2.2461742460193737,1.9387122527379939,-0.7931419233519927
1170.01,1.84,0.4,-0.14,4.4535641023069115,3.5067816590458767,-1.9619344912350725
1171.01,35.74,14.08,-3.49,97851.51804066857,32970.149210780204,-27634.97575480894
1172.01,3.22,0.61,-1.05,10.2100537412314,10.891202352924731,-5.2698171537183285
1173.01,1.19,0.36,-0.16,1.7512467702646617,1.943933544469118,-1.0481825528558764
1174.01,2.99,0.16,-0.21,9.015295781181866,7.781259367570719,-3.865811180264531
1175.01,1.78,0.28,-0.41,4.098978833346053,3.69795635034167,-1.8528045873266796
1175.02,1.55,0.24,-0.36,3.1957999055513047,2.6361235045219877,-1.4805028609571496
1175.03,2.02,0.31,-0.47,4.739491314578365,4.090737795432424,-2.0878943846713187
1176.01,8.78,1.43,-2.13,105.30579803851842,10310.735729352822,-72.686359876025
1177.01,25.89,4.32,-2.02,68775.13181443485,12413.550985348062,-17332.957189382425
1178.01,16.91,6.01,-2.0,3095.6908890232894,48346.483736029135,-2924.2489313882324
1179.01,56.44,9.3,-13.95,160975.4914924695,49821.235739254305,-35469.72983237333
1180.01,11.36,1.16,-1.16,1862.2502362329415,13268.025643151455,-1725.7828011485988
1181.01,33.65,8.94,-5.49,93875.34618165284,26530.52037564275,-25100.214367217995
1182.01,8.96,2.49,-1.06,171.4788376931175,10685.743179444815,-136.0376303231071
1183.01,5.09,1.21,-0.44,23.897713836359163,19.71253739601679,-11.844798884452267
1184.01,19.0,1.9,-2.52,13639.762452823661,39981.29017833387,-13475.286996077428
1185.01,97.27,16.14,-37.63,nan,nan,nan
1186.01,34.14,8.44,-3.6,93875.34618165284,21637.858229445454,-22187.183898158604
1187.01,26.67,5.23,-2.23,70216.54228585963,16184.60702561152,-17696.226663891663
1188.01,21.81,5.07,-2.02,53621.05263115753,15154.079183277317,-53327.06752734411
1189.01,67.17,10.17,-18.86,nan,nan,nan
1190.01,23.05,5.79,-1.94,58259.582407039066,16464.994282263156,-57765.81146840612
1191.01,3.29,0.44,-0.19,10.754033940555612,7.877999725933243,-4.675094346891398
1192.01,57.82,20.68,-9.44,nan,nan,nan
1192.02,7.76,2.14,-1.43,52.56064192772363,5423.326067680279,-29.153502161881956
1193.01,10.4,2.82,-1.89,901.0683964365953,13024.560414016061,-852.6925442472844
1194.01,2.01,0.15,-0.06,5.043775592974663,3.605185908437111,-2.040774048538814
1194.02,1.57,0.12,-0.05,3.5450275907328415,2.661316297976682,-1.2988533447134678
1194.03,1.23,0.1,-0.03,1.8832099067375094,1.5177663782215451,-0.6523426716017391
1195.01,36.8,11.39,-3.8,101996.10411380432,26140.04609384293,-25705.426648376248
1196.01,3.32,0.52,-0.84,11.20953039265492,9.891725701501212,-5.841934896902833
1196.02,2.61,0.4,-0.66,7.102500004167213,6.833821224230734,-3.4831746293958163
1196.03,3.21,0.5,-0.81,10.2100537412314,8.039500134078326,-5.060569140314065
1197.01,19.51,4.96,-1.55,13222.63925633367,45036.943150705396,-13061.54016415807
1198.01,3.42,0.58,-0.58,12.052914951906896,9.942103179718679,-5.973975358242682
1198.02,2.2,0.37,-0.38,5.712205246829019,4.9303041924763304,-2.5164053412777148
1198.03,3.02,0.51,-0.51,8.830229110010789,7.966326038741796,-3.9914060714527073
1198.04,0.0,0.0,0.0,nan,nan,nan
1199.01,2.28,0.15,-0.08,6.078939593664214,4.78661884814166,-2.459614218892817
1200.01,24.17,10.39,-2.3,61999.957442196865,22627.542565187563,-61417.06343596528
1201.01,1.01,0.11,-0.13,1.0212666244028048,0.8814730742955066,-0.4843697311994489
1202.01,1.16,0.05,-0.06,1.6118154535065905,1.0953544644839721,-0.5022033861489088
1203.01,3.7,0.6,-0.2,13.09556148992171,10.311578275919963,-5.458682379246443
1203.02,2.73,0.44,-0.15,7.636879110675268,7.194180216606468,-3.364284467100256
1203.03,4.14,0.67,-0.23,16.114031348936674,13.292001391497688,-7.816518225845725
1204.01,2.0,0.64,-0.21,4.739491314578365,4.275804466603501,-2.0878943846713187
1205.01,5.99,1.17,-2.19,29.406032740434362,39.42190620132046,-17.353117788527467
1206.01,5.89,2.64,-1.62,nan,nan,nan
1207.01,2.71,0.31,-0.31,7.636879110675268,6.591523845838483,-3.183315008368356
1208.01,6.43,3.55,-0.68,34.71366759433909,96.20844754076279,-20.187061370567253
1209.01,5.95,2.67,-0.53,29.406032740434362,31.367812656995298,-15.177629783920612
1210.01,3.45,0.62,-0.63,10.865558441805874,10.677944300112348,-4.911407778217342
1211.01,1.43,0.24,-0.24,2.8218344522193743,2.545761043532712,-1.3383490289914237
1212.01,1.85,0.28,-0.23,4.3173678231889685,3.6429779381638197,-1.8257382121171295
1213.01,1.44,0.22,-0.35,2.6515969299070465,2.6058121610167917,-1.1985646072396656
1214.01,1.44,0.39,-0.28,2.8218344522193743,2.435574638704464,-1.5388327657968857
1215.01,3.14,0.45,-0.76,10.000460988621814,8.631572677867041,-5.0602244011087425
1215.02,3.13,0.45,-0.76,9.795170771832296,9.227358815526266,-4.854934184319225
1216.01,2.06,0.35,-0.39,5.2034468459205865,4.59172392591171,-2.381612393701212
1217.01,1.19,0.38,-0.15,1.7512467702646617,1.7937808204681798,-1.003044504516711
1218.01,1.74,0.24,-0.19,3.932417857960082,3.2437384853049163,-1.5420349903318793
1219.01,0.0,0.0,0.0,nan,nan,nan
1220.01,1.91,0.33,-0.5,4.54690327538981,3.9245116925522394,-2.156520407761607
1221.01,4.54,0.3,-0.61,19.221869614900694,14.081216815490958,-8.797830411364004
1221.02,3.66,0.24,-0.49,12.826734816800842,11.07097901955832,-5.797891151731414
1222.01,2.13,0.1,-0.1,5.480091221312087,4.31507955052021,-2.284291315760782
1223.01,10.66,3.06,-0.96,1392.9192037947316,12246.843249028929,-1330.8716413598565
1224.01,52.51,16.96,-6.07,151264.05402556414,42749.39300529455,-38122.113379464965
1225.01,25.0,0.98,-1.21,65980.47160684361,8744.105082458613,-10088.252698330944
1226.01,49.52,7.75,-18.04,142138.49467463285,47892.22969510424,-42236.1742723027
1227.01,16.89,3.93,-1.57,1482.3472429362553,43007.74060273381,-1307.3121517592156
1228.01,12.07,1.66,-1.5,1786.5781656098063,11030.315545544336,-1615.1362079747496
1229.01,0.0,0.0,0.0,nan,nan,nan
1230.01,57.54,3.59,-10.03,167793.74831173092,30285.892512867635,-25655.253637098067
1231.01,2.92,0.22,-0.3,9.015295781181866,7.098735567754808,-3.9715201882072027
1231.02,1.67,0.13,-0.17,3.6951803147337796,2.9096225532856894,-1.3047974471055768
1232.01,16.26,1.31,-1.3,989.2752606117699,36698.38699112682,-817.8333029767131
1232.02,1.53,0.12,-0.12,3.1957999055513047,2.1717955902007815,-1.1709007307055153
1233.01,7.12,1.98,-1.06,40.97930273311906,157.25242819347616,-21.15105737576282
1234.01,11.52,3.28,-1.03,1392.9192037947316,13426.761232149802,-1308.226724847289
1235.01,21.79,5.1,-1.82,51442.17462505242,15921.13610073692,-51243.94289412583
1236.01,5.47,0.92,-1.22,26.509186247290017,21.86666594202088,-13.139163931736006
1236.02,3.82,0.64,-0.85,13.650235376007611,12.858950871282406,-6.474079032742613
1236.03,3.2,1.28,-0.31,9.594094768083302,11.073993150822798,-4.951896088369353
1236.04,4.13,0.69,-0.92,16.114031348936674,14.53751946012406,-7.4650698475249
1237.01,38.86,12.37,-4.42,106316.23773143957,32904.42721323478,-28426.636665727274
1238.01,2.18,0.27,-0.09,5.594944667061562,3.802201800630395,-2.263783879571037
1239.01,1.98,0.31,-0.34,4.739491314578365,4.090737795432424,-1.917656862358991
1239.02,2.09,0.32,-0.36,5.257409090923838,4.537761680908458,-2.376433760006758
1240.01,1.76,0.27,-0.24,4.014834686964135,3.1613216563008635,-1.624451819335932
1240.02,2.96,0.45,-0.41,9.204241136852685,7.247513062050951,-4.054756535935351
1241.01,11.64,0.79,-1.71,2198.376647699911,12621.303788244622,-2012.1039736521082
1241.02,5.68,0.38,-0.84,27.064773966829218,21.31107822248168,-11.605532234526901
1242.01,8.48,1.27,-0.55,76.34925520147813,8565.976469835017,-43.72981703898471
1243.01,1.88,0.61,-0.26,4.362141002802925,3.7650401456129288,-2.0208280948159474
1244.01,1.71,0.51,-0.18,3.851692887832603,3.3244634554323955,-1.7843552501703814
1245.01,1.98,0.61,-0.22,4.739491314578365,4.090737795432424,-2.142326566267582
1246.01,5.74,1.29,-0.93,28.802383484357883,24.859840623736467,-14.573980527844132
1247.01,34.83,6.54,-11.2,93875.34618165284,34260.80402599441,-27894.874574809233
1248.01,19.91,5.67,-1.78,43576.79196968855,19722.579745187562,-43386.615335359915
1249.01,1177.65,344.9,-115.4,nan,nan,nan
1250.01,45.05,14.9,-4.98,128136.15020764725,36213.1153941333,-34260.80402599441
1250.02,697.14,305.5,-65.86,nan,nan,nan
1251.01,23.23,5.86,-1.97,59480.60474355629,16810.072721871788,-58955.13277969035
1252.01,269.98,64.25,-149.9,nan,nan,nan
1253.01,28.07,3.61,-3.25,73190.62494792696,16870.12011953864,-13710.020204370674
1254.01,4.4,0.0,0.0,17.507987837177957,14.441836040579034,-7.712817065345661
1255.01,11.9,3.1,-1.04,1561.325039637151,12078.43741318651,-1443.3003212182903
1256.01,38.93,10.98,-7.31,110819.35436236173,34298.122819631,-32929.75329664943
1257.01,9.4,1.33,-1.33,688.103320623487,11607.9791336925,-645.3883039147921
