KOI,radius_rearth,radius_rearth_uperr,radius_rearth_lowerr,mass_mearth,mass_mearth_uperr,mass_mearth_lowerr
7193.01,0.92,0.09,-0.09,0.7328431132536252,0.6325297004528129,-0.29651739646417385
7194.01,0.0,0.0,0.0,nan,nan,nan
7195.01,1.0,0.52,-0.11,1.0756785634567925,1.7461558887625819,-0.8462948587793087
7196.01,110.14,26.16,-34.87,nan,nan,nan
7197.01,1.46,0.22,-0.12,2.9413557024313772,2.426239793320709,-1.2260586578372221
7198.01,35.67,10.46,-5.21,99902.32040233015,28233.829805317102,-28214.158118835912
7199.01,774.73,287.8,-65.83,nan,nan,nan
7200.01,47.22,0.0,0.0,136362.73264329432,14901.321382269816,-15956.866085998729
7201.01,0.89,0.23,-0.11,0.7030642174087853,0.7499681052585956,-0.4088533850740531
7202.01,0.52,0.04,-0.05,0.09208952019425022,0.05325089161240833,-0.03493823171644355
7203.01,0.56,0.1,-0.08,0.12311821839279714,0.11598123241562995,-0.06102301441303596
7204.01,374.78,100.2,-110.4,nan,nan,nan
7205.01,39.82,8.72,-13.09,110819.35436236173,43614.93846421114,-34528.676896933655
7206.01,59.62,18.63,-7.99,nan,nan,nan
7207.01,74.77,19.23,-19.23,nan,nan,nan
7208.01,0.87,0.29,-0.07,0.5955674184977802,0.8276369471522256,-0.35646796768935307
7209.01,3.28,0.54,-1.25,10.42403920353669,10.24404871536941,-5.5852161649786085
7210.01,15.47,4.75,-1.58,1282.0173240480228,38001.93861045879,-1110.575366412966
7210.02,1.22,0.37,-0.13,1.825422348937302,1.7939030258340949,-1.0455293260851155
7211.01,77.59,21.77,-15.84,nan,nan,nan
7212.01,0.44,0.05,-0.04,0.049427650821599646,0.030216549155757354,-0.0193822655195527
7213.01,1.59,0.09,-0.14,3.4722549972039642,2.4818956663845677,-1.1790047370288832
7214.01,26.57,5.43,-2.34,70216.54228585963,14410.9577215248,-15471.683059028692
7215.01,0.83,0.16,-0.06,0.5045066171670562,0.47526109445634124,-0.22804513334379323
7216.01,0.85,0.28,-0.15,0.5481493442495684,0.9664274250337597,-0.3578266879290079
7217.01,83.26,21.97,-29.31,nan,nan,nan
7218.01,1.09,0.34,-0.11,1.3373443376948613,1.604011364736516,-0.832837720527805
7219.01,1.07,0.34,-0.25,1.2566641311191231,1.873532153141823,-0.8946389839662339
7220.01,0.97,0.32,-0.1,0.9399550967418382,1.0849440781039512,-0.5703425146505
7221.01,45.65,5.99,-2.75,128136.15020764725,20022.743917918226,-17316.795845285524
7222.01,71.55,20.44,-16.74,nan,nan,nan
7223.01,1.59,0.27,-0.12,3.4722549972039642,2.864163365147956,-1.3173534775183398
7224.01,1.62,0.73,-0.15,3.4009762849590546,3.9255801611464953,-1.789160831452464
7225.01,72.82,23.56,-11.75,nan,nan,nan
7226.01,0.0,0.0,0.0,nan,nan,nan
7227.01,1.23,0.14,-0.09,1.9027396986983114,1.3600387691168774,-0.6971397989211443
7228.01,35.8,5.71,-4.29,99902.32040233015,20503.546154965443,-18713.637602547242
7229.01,186.53,51.49,-62.95,nan,nan,nan
7230.01,31.2,8.59,-10.51,86401.14931147115,29112.05509962715,-40978.62445254483
7231.01,91.21,24.31,-33.43,nan,nan,nan
7231.02,13333.5,5171.0,-4789.0,nan,nan,nan
7232.01,1.18,0.24,-0.1,1.6455963800042253,1.235378950912855,-0.7438361225376446
7233.01,82.4,24.23,-10.36,nan,nan,nan
7234.01,49.49,2.03,-4.15,142138.49467463285,22210.770927147707,-16632.733014536672
7235.01,1.15,0.38,-0.08,1.5463197373798776,1.649480168171427,-0.8432555199710923
7236.01,1.05,0.18,-0.21,1.193225576980035,1.1971572906481678,-0.678145354183988
7237.01,1.04,0.88,-0.12,nan,nan,nan
7238.01,96.85,24.02,-36.03,nan,nan,nan
7239.01,1.85,0.54,-0.2,4.272594643575012,3.6877511177777764,-2.026420397555638
7240.01,0.0,0.0,0.0,nan,nan,nan
7241.01,62.69,18.53,-12.31,nan,nan,nan
7242.01,50.28,15.11,-6.48,145117.47718199273,37191.39643144555,-36573.030877110345
7243.01,0.63,0.06,-0.06,0.18641569848927064,0.1202566892988311,-0.07542609949717699
7244.01,0.96,0.2,-0.26,0.8651174558921882,1.2022201817700333,-0.564740461990829
7245.01,28.37,1.65,-9.38,74724.57668930222,21118.238015129376,-21103.524058144692
7246.01,16.03,2.03,-1.67,1097.3803734101919,35816.62670755654,-911.1076993623892
7247.01,0.67,0.1,-0.06,0.2390994508084271,0.17949628006765306,-0.09966491013156756
7248.01,0.84,0.27,-0.09,0.5258754333201825,0.6797244664569846,-0.3315639359384369
7249.01,28.97,5.8,-3.12,77889.6010657123,15985.745115940546,-18408.99632215601
7250.01,0.0,0.0,0.0,nan,nan,nan
7251.01,161858.0,5884.0,-72650.0,nan,nan,nan
7252.01,1.17,0.33,-0.18,1.6800852976013116,1.720890987357743,-0.9914536354290311
7253.01,200.24,33.12,-105.9,nan,nan,nan
7254.01,28.69,2.87,-2.09,76290.67746542807,11921.293840491824,-11664.657951888177
7255.01,0.0,0.0,0.0,nan,nan,nan
7256.01,20.51,1.61,-2.0,47346.43536850805,12134.169375048237,-47181.95991176181
7257.01,88.52,26.28,-21.52,nan,nan,nan
7258.01,0.79,0.14,-0.16,0.4408980414113013,0.4990570553305369,-0.2505753850907408
7259.01,11.04,0.97,-0.88,2595.1721154985394,12224.508320445995,-2469.5699876293133
7260.01,50.23,10.58,-3.81,148158.89412556548,30407.529191897658,-30224.72827050755
7261.01,71.9,19.93,-27.35,nan,nan,nan
7262.01,1.26,0.49,-0.16,2.0673376376622215,2.294803365140704,-1.2710993757668976
7263.01,0.0,0.0,0.0,nan,nan,nan
7264.01,1.83,0.26,-0.6,4.098978833346053,4.028202315069801,-2.074079658500264
7265.01,27.38,8.16,-4.4,73190.62494792696,22652.18975650464,-32242.76292464439
7266.01,0.81,0.55,-0.17,nan,nan,nan
7267.01,56.23,11.96,-17.94,nan,nan,nan
7268.01,124.05,39.56,-67.84,nan,nan,nan
7269.01,98.13,27.24,-30.29,nan,nan,nan
7270.01,1.42,0.42,-0.14,2.6515969299070465,2.6058121610167917,-1.3685952434845579
7271.01,0.82,0.25,-0.08,0.5258754333201825,0.6549758208627205,-0.3012005346182234
7272.01,1.26,0.39,-0.14,1.9833318919921321,2.115646941353921,-1.1359736324280503
7273.01,34.37,2.02,-2.03,93875.34618165284,14669.100123229538,-10985.08587178211
7274.01,76.4,21.75,-9.33,nan,nan,nan
7275.01,34.03,4.84,-2.08,93875.34618165284,14669.100123229538,-14353.310780603482
7276.01,75.64,21.84,-15.86,nan,nan,nan
7277.01,1.21,0.27,-0.1,1.7879499413980757,1.6843050558058885,-0.8479948446562375
7278.01,140.07,30.84,-71.88,nan,nan,nan
7279.01,0.93,0.17,-0.15,0.7482022657479508,0.8636131877586397,-0.38617711859506154
7280.01,125.31,27.17,-40.74,nan,nan,nan
7281.01,1.14,0.58,-0.3,nan,nan,nan
7282.01,1.6,0.14,-0.11,3.5450275907328415,2.5339120029313724,-1.2517773305577604
7283.01,1.69,0.86,-0.23,nan,nan,nan
7284.01,40.15,6.65,-6.65,110819.35436236173,25543.378280932593,-22607.38305644183
7285.01,0.97,0.26,-0.22,0.9206596276827527,1.234241892002872,-0.6202826337813934
7286.01,56.15,16.36,-8.81,nan,nan,nan
7287.01,1.4,0.7,-0.17,2.517739782856033,2.849855712896053,-1.7048137133452812
7288.01,30.8,1.82,-1.99,82890.26030987073,12952.554394560866,-11202.098026376494
7289.01,58.77,19.92,-6.64,nan,nan,nan
7290.01,108.33,30.46,-20.3,nan,nan,nan
7291.01,3.37,0.6,-1.21,10.865558441805874,12.061077795006543,-5.716073840888539
7292.01,1.4,0.29,-0.1,2.6515969299070465,2.0878943846713187,-1.105277192527169
7293.01,31.98,3.07,-2.82,88211.9713059199,13784.132807884424,-15021.346357992938
7294.01,56.94,22.56,-33.85,nan,nan,nan
7295.01,86.76,29.19,-10.42,nan,nan,nan
7296.01,4.66,0.31,-0.32,19.82824535735624,14.885422236982851,-9.185735918050892
7297.01,52.38,14.3,-4.78,151264.05402556414,42749.39300529455,-35750.84961446584
7298.01,0.0,0.0,0.0,nan,nan,nan
7299.01,53.53,14.8,-9.12,157670.97447231537,44560.08069244021,-42157.770061217074
7300.01,37.02,6.19,-2.48,104133.76999150624,18795.599935363905,-17732.620680035092
7301.01,1.19,0.11,-0.09,1.715297044594155,1.287704499841694,-0.6284631773733769
7302.01,25.1,8.09,-3.24,64626.0195135399,21775.12979793125,-61920.92662805581
7303.01,30.6,3.24,-3.24,81188.68279978291,14654.13190464869,-13825.372073993567
7304.01,277.38,79.71,-106.1,nan,nan,nan
7305.01,0.8,0.03,-0.02,0.4363257167894513,0.21076171238864116,-0.13594872288809196
7306.01,5.91,0.62,-0.43,28.21112598569996,22.213727458517905,-12.427884686615998
7307.01,26.69,3.98,-3.27,71688.16228349424,14712.98702797691,-15795.943374981573
7308.01,63.08,17.46,-9.43,nan,nan,nan
7309.01,400.4,64.97,-162.6,nan,nan,nan
7310.01,20.71,3.65,-2.74,47346.43536850805,15952.936346368064,-47135.476786703024
7311.01,35.61,10.4,-3.72,95842.8147044316,29662.946955664578,-22652.18975650464
7312.01,0.69,0.16,-0.05,0.2597829299187822,0.23436713739244142,-0.1340843618482358
7313.01,1.14,0.21,-0.15,1.5463197373798776,1.3950359650514996,-0.766426714527691
7314.01,10.28,4.71,-3.85,343.48576242412395,10741.285269789658,-317.52075874979846
7315.01,42.57,11.66,-7.79,117934.16585505793,36500.12697151494,-31533.016543586782
7316.01,60.26,7.37,-6.63,178566.42331746314,36648.24688227556,-27302.369291899
7317.01,69.08,20.28,-7.24,nan,nan,nan
7318.01,58.67,18.01,-7.73,171310.42155502862,48414.78422706376,-43174.271347381364
7319.01,0.97,0.1,-0.09,0.9206596276827527,0.7946374169114024,-0.3837627344793968
7320.01,0.75,0.07,-0.07,0.36202514715288925,0.22131641849717876,-0.15090458649890193
7321.01,103.98,43.11,-43.12,nan,nan,nan
7322.01,0.99,0.29,-0.09,0.8832488549464266,1.1000830370457055,-0.4979810107716245
7323.01,0.37,0.07,-0.05,0.02823278713679425,0.024368212060149528,-0.014852499010734899
7324.01,0.0,0.0,0.0,nan,nan,nan
7325.01,77.25,22.1,-13.59,nan,nan,nan
7326.01,57.48,16.79,-9.03,174900.79832318748,49429.47624023142,-49395.036663091305
7327.01,1.88,0.15,-0.19,4.54690327538981,3.0899758352854576,-1.7829956534534914
7328.01,63.25,15.42,-5.16,190030.7243697371,43801.25390104632,-41871.83024417161
7329.01,52.88,17.82,-5.95,151264.05402556414,50967.001139191445,-40444.69966320241
7330.01,1.09,0.59,-0.29,nan,nan,nan
7331.01,67.45,41.25,-33.77,nan,nan,nan
7332.01,0.85,0.28,-0.1,0.5713666860309293,0.765977651663932,-0.37705518864918375
7333.01,0.9,0.15,-0.16,0.6744953795172791,0.7194933396647788,-0.3678229917291774
7334.01,100.89,29.98,-19.97,nan,nan,nan
7335.01,72.9,19.93,-14.51,nan,nan,nan
7336.01,118.99,33.57,-41.04,nan,nan,nan
7337.01,59.19,15.99,-10.64,nan,nan,nan
7338.01,0.38,0.03,-0.03,0.0306750857744388,0.017737910506324454,-0.011637950251542732
7339.01,1.73,0.49,-0.21,3.851692887832603,3.6284157929585197,-1.7410273489322292
7340.01,52.43,8.08,-7.28,154434.29282657287,31695.466512960265,-31504.922899702724
7341.01,68.91,16.82,-16.83,nan,nan,nan
7342.01,37.72,6.65,-12.35,101996.10411380432,31567.36407776142,-30307.941830310083
7343.01,34.05,3.63,-3.64,91948.26600097425,18871.088361387476,-14058.664935261957
7344.01,80.71,21.88,-24.28,nan,nan,nan
7345.01,2.16,0.32,-0.1,5.480091221312087,4.520369767309727,-2.217312753496898
7346.01,53.72,15.11,-10.06,157670.97447231537,44560.08069244021,-42157.770061217074
7347.01,2.97,1.41,-1.56,nan,nan,nan
7348.01,1.2,0.24,-0.3,1.715297044594155,2.0573280013810127,-1.0122328271853698
7349.01,123.02,35.72,-32.07,nan,nan,nan
7350.01,29.98,3.6,-3.25,82890.26030987073,14961.257730797835,-15526.94958408139
7351.01,131.41,32.37,-48.56,nan,nan,nan
7352.01,2.11,0.34,-0.8,4.940236587513072,4.854934184319225,-2.288639657606025
7353.01,1.42,0.41,-0.63,nan,nan,nan
7354.01,1.61,0.25,-0.46,3.4722549972039642,3.132547870815505,-1.7210082269393026
7355.01,0.54,0.03,-0.06,0.1064795645134014,0.05812218026974636,-0.03901276787616623
7356.01,0.84,0.2,-0.39,nan,nan,nan
7357.01,0.81,0.23,-0.16,0.46433865047088774,0.818663035951601,-0.309667110196417
7358.01,1.26,0.17,-0.12,2.1106655389003737,1.7410273489322292,-0.8797983037646033
7359.01,2.26,0.68,-0.29,5.954150663588532,5.139131510658226,-2.7583507580372273
7360.01,7.76,3.62,-2.15,54.78689358830778,6019.488731605726,-37.99033843955519
7361.01,1.16,0.12,-0.09,1.5787279844137618,1.0728689454932847,-0.5784259982373428
7362.01,2.64,1.24,-0.22,7.176156343264998,7.654902984016737,-3.775180058305944
7363.01,109.33,18.75,-34.78,nan,nan,nan
7364.01,2.16,0.47,-0.46,5.257409090923838,5.8358730833229195,-2.376433760006758
7365.01,44.96,8.27,-6.19,130821.66725144877,26849.307220866598,-28825.56313764445
7366.01,8.93,2.61,-0.93,123.02375792319694,10293.017769468144,-89.72067149280528
7367.01,267.59,28.71,-114.8,nan,nan,nan
7368.01,0.0,0.0,0.0,nan,nan,nan
7369.01,57.56,0.0,0.0,167793.74831173092,22236.97605800617,-16529.694286166778
7370.01,0.96,0.25,-0.07,0.8651174558921882,0.9603048930451138,-0.47177504915027735
7371.01,57.97,13.57,-4.54,171310.42155502862,39486.30567669519,-37746.953363462875
7372.01,44.78,12.64,-7.81,125505.76166009618,38843.50394168438,-33557.49565912192
7373.01,28.44,7.68,-3.07,74724.57668930222,21118.238015129376,-19979.717462471286
7374.01,256.2,76.6,-142.2,nan,nan,nan
7375.01,1.51,0.07,-0.14,3.130196284260946,2.3498949370511406,-1.1052971094151567
7376.01,1.18,0.34,-0.11,1.715297044594155,1.9040283301772418,-0.9354040217419685
7377.01,29.61,9.62,-9.62,77889.6010657123,32929.75329664943,-68302.86721227682
7378.01,3.29,0.26,-0.3,10.754033940555612,8.667175701887214,-4.922110530482319
7378.02,3.58,0.29,-0.32,12.305523669106396,8.795732425049735,-5.276680004036968
7379.01,1.42,0.4,-0.5,nan,nan,nan
7380.01,1.21,0.58,-0.16,nan,nan,nan
7381.01,58.48,12.91,-6.48,167793.74831173092,38675.727818152925,-34230.280120165175
7382.01,24.35,6.59,-2.07,63299.37171487611,16222.663686173248,-60479.70226967983
7383.01,1.2,0.44,-0.13,1.7512467702646617,1.943933544469118,-1.1174428005959742
7384.01,0.85,0.25,-0.08,0.5368968932033559,0.772994339147664,-0.31222199450139676
7385.01,90.93,20.86,-10.39,nan,nan,nan
7386.01,25.44,3.62,-2.42,65980.47160684361,15208.2111929393,-15594.305819075249
7387.01,31.39,9.78,-3.27,84627.50000738443,26191.854354977302,-22627.542565187563
7388.01,0.48,0.04,-0.02,0.06746679663723518,0.03682694735174437,-0.02197449208169732
7389.01,11.03,0.69,-2.7,1805.2999943289215,12120.328816123736,-1705.3209666282721
7390.01,45.9,4.4,-3.91,133563.46819156574,20870.824635007128,-22744.113829204012
7391.01,50.18,15.77,-5.27,145117.47718199273,41012.28215754041,-36573.030877110345
7392.01,74.4,21.73,-14.45,nan,nan,nan
7393.01,3.1,2.21,-0.55,nan,nan,nan
7394.01,26.43,1.97,-1.98,68775.13181443485,10746.903586614513,-11711.506505375124
7395.01,0.0,0.0,0.0,nan,nan,nan
7396.01,68.58,12.75,-8.5,nan,nan,nan
7397.01,89.22,25.07,-22.57,nan,nan,nan
7398.01,618.37,118.8,-475.1,nan,nan,nan
7399.01,64.42,15.47,-5.52,194013.4470308587,44719.25411956792,-42749.39300529455
7400.01,1.09,0.14,-0.1,1.30989123235102,1.031421675635958,-0.5616889666030691
7401.01,2.41,0.77,-0.84,6.33641836235192,7.313817013655691,-3.5725107404156016
7402.01,30.37,7.8,-3.35,82890.26030987073,19105.84380393359,-19590.88859499462
7403.01,55.45,8.78,-2.93,160975.4914924695,29055.232877267583,-27412.023300903762
7404.01,1.39,0.45,-0.14,2.6515969299070465,2.6058121610167917,-1.4459970301298795
7405.01,95.98,26.5,-21.72,nan,nan,nan
7406.01,58.32,16.1,-10.76,nan,nan,nan
7407.01,123.25,32.03,-39.16,nan,nan,nan
7408.01,19.07,0.85,-0.75,3433.978953095523,48008.1956719569,-3291.731321216972
7409.01,36.15,9.28,-3.32,99902.32040233015,25603.441257766026,-22012.719336617854
7410.01,29.91,3.77,-2.72,79522.03540104936,14353.310780603482,-12158.724675260019
7411.01,0.59,0.1,-0.05,0.14838650108300547,0.12807498274025755,-0.06362899330318098
7412.01,0.96,0.23,-0.09,0.8651174558921882,1.0775004495611373,-0.47984961171738616
7413.01,49.66,12.95,-5.98,142138.49467463285,36427.92864283029,-31319.14031227112
7414.01,12.22,3.85,-3.5,829.3268491358394,14300.949030248557,-772.2194090633975
7415.01,10.97,1.03,-1.03,2489.7179483934474,12025.742970780022,-2371.6932299745868
7416.01,0.97,0.28,-0.23,nan,nan,nan
7417.01,62.08,18.12,-6.02,186129.75933953314,47702.218931250274,-46909.09439485878
7418.01,21.22,1.24,-7.06,51442.17462505242,17332.957189382425,-51122.758117139485
7419.01,36.91,9.3,-3.11,101996.10411380432,23509.657546291855,-20807.421314021412
7420.01,70.52,20.81,-11.25,nan,nan,nan
7421.01,43.45,8.68,-3.72,122929.36992687015,25229.524198695333,-20933.265813065824
7422.01,35.62,6.76,-3.12,97851.51804066857,22554.348516627026,-18329.482639619207
7423.01,37.64,12.68,-5.43,104133.76999150624,35086.894953168114,-29409.193302204018
7424.01,42.91,4.79,-4.3,122929.36992687015,19209.124747762704,-20933.265813065824
7425.01,14.32,2.96,-4.44,1577.5167308013768,33836.498943820035,-1449.2821947118014
7426.01,0.97,0.1,-0.1,0.9112099425746667,0.8040871020194884,-0.3853345092544842
7427.01,0.78,0.22,-0.13,0.42736878959454927,0.5938978348082555,-0.27898228851154383
7428.01,57.6,15.02,-8.12,171310.42155502862,43904.24864471008,-43174.271347381364
7429.01,8.61,1.43,-1.07,92.01886599346358,10324.022661397878,-58.715779563071926
7430.01,18.94,3.99,-9.98,10202.220241984629,60014.322043875,-10071.298126849528
7431.01,152.74,27.73,-64.66,nan,nan,nan
7432.01,1.03,0.31,-0.18,1.13286766005395,1.3076135905974973,-0.7228648938858457
7433.01,29.25,4.8,-2.23,77889.6010657123,15985.745115940546,-13263.5815521724
7434.01,0.95,0.2,-0.08,0.8214448474336248,0.8938521971605303,-0.40284911655754463
7435.01,0.82,0.13,-0.06,0.5045066171670562,0.4161530105156964,-0.2392790763023776
7436.01,2.14,0.45,-0.55,5.257409090923838,4.743051897697976,-2.376433760006758
7437.01,0.84,0.2,-0.09,0.5368968932033559,0.6439543609795472,-0.2977974423949288
7438.01,36.72,5.07,-4.12,101996.10411380432,20933.265813065824,-17368.604106419894
7439.01,2.01,0.31,-0.28,4.940236587513072,4.075059193668794,-1.9372350430772225
7440.01,56.1,17.09,-11.39,160975.4914924695,58749.714289622876,-43041.32563741157
7441.01,116.84,21.61,-40.12,nan,nan,nan
7442.01,51.79,9.89,-6.07,151264.05402556414,31044.81958787414,-30858.187468268545
7443.01,0.95,0.29,-0.13,0.8651174558921882,1.2022201817700333,-0.5319161408937093
7444.01,73.59,20.95,-17.17,nan,nan,nan
7445.01,1.3,0.25,-0.1,2.0673376376622215,1.9474970493019135,-0.8617377378850544
7446.01,14.59,1.15,-1.28,1131.9984855925218,17875.93637239731,-929.6121527743998
7447.01,42.03,11.01,-4.7,117934.16585505793,30224.72827050755,-27873.42078759233
7448.01,1.66,0.86,-0.41,nan,nan,nan
7449.01,14.03,0.92,-1.0,1217.2988973778492,14230.081980757172,-997.4049815313625
7450.01,75.21,22.09,-7.9,nan,nan,nan
7451.01,1.23,0.58,-0.17,nan,nan,nan
7452.01,43.42,10.9,-5.89,125505.76166009618,32165.212812219193,-31630.415478443334
7453.01,2.4,0.95,-0.79,nan,nan,nan
7454.01,35.03,10.8,-3.6,95842.8147044316,29662.946955664578,-24154.65242093736
7455.01,2.44,0.82,-0.81,nan,nan,nan
7456.01,0.79,0.23,-0.07,0.401586198487203,0.5001740589793776,-0.22274545508553475
7457.01,0.42,0.07,-0.05,0.0445584350994111,0.03845916417355,-0.02254652868720741
7458.01,75.31,11.69,-29.15,nan,nan,nan
7459.01,1.15,0.24,-0.1,1.5463197373798776,1.3950359650514996,-0.766426714527691
7460.01,1.58,0.37,-0.2,3.4009762849590546,2.5531743786294774,-1.5372961701823469
7461.01,59.22,19.48,-6.94,nan,nan,nan
7462.01,39.08,11.71,-3.11,108544.44630488238,30676.218639791972,-22143.296993411233
7463.01,11.67,1.79,-0.95,1749.9031543931483,12175.725656059509,-1598.5229563494033
7464.01,17.41,4.32,-1.54,2198.376647699911,48187.78914006845,-2033.9011909536775
7465.01,1.84,0.77,-0.15,4.098978833346053,4.028202315069801,-1.9440773136604288
7466.01,61.14,16.71,-9.0,182308.87361343828,46722.9841862841,-48745.405421872536
7467.01,1.33,0.56,-0.46,nan,nan,nan
7468.01,19.71,4.29,-1.83,44490.08784567006,16237.129797958427,-44270.193929823574
7469.01,44.0,9.57,-4.42,125505.76166009618,28928.531166476692,-25603.441257766026
7470.01,1.9,2.01,-0.31,nan,nan,nan
7471.01,1.3,0.43,-0.15,2.1549015196856245,2.207239483117301,-1.1751338080622271
7472.01,60.49,17.8,-5.93,174900.79832318748,49429.47624023142,-38538.06567989316
7473.01,19.09,0.93,-1.62,6808.663851741008,44633.51077331141,-6637.221894105952
7474.01,0.0,0.0,0.0,nan,nan,nan
7475.01,129.87,26.87,-49.94,nan,nan,nan
7476.01,0.66,0.06,-0.07,0.21554529062296512,0.1390481770276663,-0.08452265047801558
7477.01,0.93,0.31,-0.15,0.8299636253564978,1.2373740123057235,-0.5647360844918192
7478.01,149.19,27.57,-30.3,nan,nan,nan
7479.01,1.1,0.18,-0.27,1.3373443376948613,1.604011364736516,-0.7417769191970811
7480.01,1.21,0.55,-0.3,nan,nan,nan
7481.01,104.26,24.68,-45.84,nan,nan,nan
7482.01,68.93,19.65,-17.85,nan,nan,nan
7483.01,0.68,0.31,-0.07,0.23419119926416718,0.49865191398945796,-0.15935182802509038
7484.01,2.14,0.57,-0.19,5.257409090923838,4.336685677159464,-2.376433760006758
7485.01,1.16,0.27,-0.39,nan,nan,nan
7486.01,51.63,16.92,-11.28,nan,nan,nan
7487.01,51.42,16.09,-5.37,151264.05402556414,42749.39300529455,-40444.69966320241
7488.01,0.98,0.28,-0.11,0.9399550967418382,1.0849440781039512,-0.5383688982546352
7489.01,0.81,0.12,-0.08,0.44547036603315127,0.38449325932334655,-0.1962436502240611
7490.01,29.45,2.05,-2.26,79522.03540104936,12426.230599924893,-12158.724675260019
7491.01,9.04,0.43,-2.44,220.08314776525813,11097.00594211927,-182.3665480600184
7492.01,141.7,42.53,-63.8,nan,nan,nan
7493.01,224.79,0.0,0.0,nan,nan,nan
7494.01,0.58,0.16,-0.05,0.1337686531370906,0.15440259706032403,-0.06904335283612495
7495.01,87.4,13.84,-20.76,nan,nan,nan
7496.01,146.47,48.89,-32.57,nan,nan,nan
7497.01,114.2,25.91,-38.83,nan,nan,nan
7498.01,63.57,18.54,-9.24,nan,nan,nan
7499.01,59.71,19.86,-6.63,174900.79832318748,49429.47624023142,-44079.13107173871
7500.01,68.65,19.9,-18.1,nan,nan,nan
7501.01,89.55,13.27,-28.74,nan,nan,nan
7502.01,56.59,12.53,-6.76,164349.26560178056,37881.78956297503,-36213.1153941333
7503.01,0.91,0.2,-0.08,0.6744953795172791,0.8089900437106715,-0.3412940645188002
7504.01,0.81,0.13,-0.05,0.46433865047088774,0.4007788054213005,-0.1991111096062091
7505.01,110.46,30.25,-36.98,nan,nan,nan
7506.01,1.41,0.47,-0.16,2.7071699179905626,2.3366056749841007,-1.4763026828547923
7507.01,47.02,12.62,-5.4,133563.46819156574,37746.953363462875,-29429.6982000595
7508.01,32.62,9.75,-2.61,90060.7450674656,20758.60929489613,-22697.434341676257
7509.01,2.5,0.68,-1.01,6.743228368116606,7.7833778556552335,-3.677288989064403
7510.01,1.04,0.24,-0.08,1.1566106506504064,1.1847022573365715,-0.608461306400838
7511.01,406.97,39.3,-91.77,nan,nan,nan
7512.01,47.96,9.48,-17.59,139220.66494467435,50810.05942506273,-49159.919877208755
7513.01,1.17,0.48,-0.15,1.6118154535065905,2.2398774343260124,-1.085940020186408
7514.01,18.93,4.82,-1.6,7023.450898003613,50040.17441105611,-6833.2742636749745
7515.01,83.5,21.86,-17.86,nan,nan,nan
7516.01,43.15,14.21,-3.8,121667.61824208287,36003.3562302325,-31606.87317461727
7517.01,28.97,6.92,-5.66,77889.6010657123,22012.719336617854,-21997.38215719963
7518.01,188.89,33.12,-99.39,nan,nan,nan
7519.01,56.62,18.76,-6.28,167793.74831173092,47420.92188800778,-47387.88175443532
7520.01,3.45,0.45,-1.32,10.979420308026317,11.47657621241056,-5.6118248122742305
7521.01,46.42,10.41,-3.49,130821.66725144877,30153.82424102073,-22277.22094656639
7521.02,1.42,0.32,-0.1,2.7639076219363186,2.176328965576753,-1.152092168429728
7522.01,17.21,0.89,-1.0,1108.760735375097,41573.48356489828,-944.2852786288637
7523.01,1.12,0.25,-0.58,nan,nan,nan
7524.01,151.56,15.51,-58.15,nan,nan,nan
7525.01,43.95,13.17,-4.39,125505.76166009618,32165.212812219193,-29662.946955664578
7526.01,47.06,8.09,-4.33,136362.73264329432,24612.75884917518,-23220.79199719515
7527.01,134.45,40.41,-94.29,nan,nan,nan
7528.01,0.0,0.0,0.0,nan,nan,nan
7529.01,30.32,4.43,-3.52,81188.68279978291,14654.13190464869,-15208.2111929393
7530.01,188.55,55.69,-139.2,nan,nan,nan
7531.01,1.03,0.17,-0.07,1.1096120673576817,0.8737198246344504,-0.48881887334057417
7532.01,42.98,9.18,-4.95,120405.8665572956,27753.027568269885,-24563.051852863995
7533.01,35.68,1.88,-2.24,99902.32040233015,13239.620243769023,-13501.171090859003
7534.01,0.92,0.48,-0.09,0.7253211839263815,1.299577990919408,-0.5501516967823497
7535.01,4.11,0.59,-0.33,15.783241299083963,13.01914218527392,-7.311826331141914
7536.01,46.82,4.07,-4.07,133563.46819156574,20870.824635007128,-18050.263780467445
7537.01,2.44,1.21,-0.23,6.743228368116606,6.626793947437406,-3.3422520831575513
7538.01,1.0,0.09,-0.07,1.0212666244028048,0.7666833169952709,-0.3741791952247123
7539.01,1.3,0.36,-0.13,2.1549015196856245,2.207239483117301,-1.0680676524648463
7540.01,0.92,0.24,-0.14,0.7638833201078712,0.9514137244862839,-0.46350632620651183
7541.01,16.79,1.12,-1.13,882.571196491803,40065.29082679077,-714.6486122826077
7542.01,2.55,1.1,-0.19,6.884555032633036,7.051766195764912,-3.4123000354290713
7543.01,12.44,0.69,-6.57,919.953266415442,15181.714851569379,-840.370172167432
7544.01,27.04,5.11,-15.34,73190.62494792696,37628.72941443477,-71985.95002525042
7544.02,384.26,72.63,-217.9,nan,nan,nan
7545.01,78.44,21.68,-10.0,nan,nan,nan
7546.01,4.9,0.88,-1.62,20.6680879189061,22.046928789788797,-10.872917147073803
7547.01,2.94,0.39,-1.17,8.830229110010789,9.044696548096057,-4.468088107207864
7548.01,15.33,4.83,-1.6,1545.1333484729253,38562.14787744528,-1380.657891726692
7549.01,73.1,22.93,-4.11,nan,nan,nan
